"","short","long","countrycode","lon","lat","alt"
"664","Tamar Lakes","Tamar Lakes parkrun",97,-4.433418,50.879837,148.031600952148
"665","Tamar Trails","Tamar Trails parkrun",97,-4.201763,50.535163,105.255950927734
"666","Tawd Valley","Tawd Valley parkrun",97,-2.775829,53.550281,60.9644317626953
"667","Teifi Marshes Nature Reserve","Teifi Marshes Nature Reserve parkrun",97,-4.648047,52.073638,8.00938510894775
"668","Teignmouth Promenade","Teignmouth Promenade parkrun",97,-3.494987,50.544428,4.08898115158081
"669","Telford","Telford parkrun",97,-2.447934,52.67123,161.675094604492
"670","Temple Newsam","Temple Newsam parkrun",97,-1.456461,53.784781,65.7056884765625
"671","Tetbury Goods Shed","Tetbury Goods Shed parkrun",97,-2.155818,51.637222,109.26789855957
"672","Tewkesbury","Tewkesbury parkrun",97,-2.159373,51.987666,14.2365036010742
"673","Thames Path, Woolwich","Thames Path parkrun, Woolwich",97,0.076671,51.49615,2.06344938278198
"674","The Cinder Track","The Cinder Track parkrun, Whitby",97,-0.620751,54.4779,31.6298027038574
"675","The Great Field","The Great Field parkrun",97,-2.458095,50.713642,89.608757019043
"676","The Leas","The Leas parkrun, Minster",97,0.80213,51.434038,5.38608932495117
"677","The Old Showfield","The Old Showfield parkrun",97,-2.308238,51.236186,88.4043045043945
"678","The Pastures","The Pastures parkrun",97,-1.705393,55.418455,36.2639427185059
"679","The Wammy","The Wammy parkrun",97,-2.238701,53.017811,123.239555358887
"680","Thetford","Thetford parkrun",97,0.743766,52.4156,13.478609085083
"681","Thomas Mills","Thomas Mills parkrun",97,1.325981,52.228375,50.5950012207031
"682","Thornbury","Thornbury parkrun",97,-2.530114,51.606368,41.3271980285645
"683","Thornham Walks","Thornham Walks parkrun",97,1.077504,52.304311,52.6034240722656
"684","Thurrock","Thurrock parkrun, Orsett Heath",97,0.363436,51.491427,28.9384784698486
"685","Thurso","Thurso parkrun",97,-3.521554,58.589573,5.35419464111328
"686","Tidworth","Tidworth parkrun",97,-1.667571,51.224947,104.467475891113
"687","Tilgate","Tilgate parkrun",97,-0.175623,51.097,90.7054214477539
"688","Tollcross","Tollcross parkrun, Glasgow",97,-4.179461,55.847494,27.1990642547607
"689","Tonbridge","Tonbridge parkrun",97,0.270174,51.197605,21.7570247650146
"690","Tooting Common","Tooting Common parkrun",97,-0.14677,51.433342,29.8940811157227
"691","Torbay Velopark","Torbay Velopark parkrun",97,-3.564297,50.423441,3.99873566627502
"692","Torvean","Torvean parkrun",97,-4.24886,57.462669,20.2751350402832
"693","Town Moor","Town Moor parkrun",97,-1.617143,54.988451,63.3881072998047
"694","Trelai Park","Trelai Park parkrun",97,-3.232766,51.478969,12.9954843521118
"695","Trelissick","Trelissick parkrun",97,-5.02826,50.217331,14.0152769088745
"696","Tremorfa","Tremorfa parkrun",97,-3.132727,51.486237,7.85434532165527
"697","Trentham Gardens","Trentham Gardens parkrun",97,-2.199424,52.963874,98.6005554199219
"698","Troon","Troon parkrun",97,-4.670058,55.541413,3.55282306671143
"699","Tyne Green","Tyne Green parkrun",97,-2.101526,54.977878,36.2993354797363
"700","Uckfield","Uckfield parkrun",97,0.11306,50.977857,24.6581382751465
"701","University Parks","University Parks parkrun",97,-1.251068,51.761468,61.5565223693848
"702","University of Northampton","University of Northampton parkrun",97,-0.886741,52.230017,61.7328491210938
"703","University of Stirling","University of Stirling parkrun",97,-3.924236,56.147334,26.7679996490479
"704","Upton Court","Upton Court parkrun",97,-0.577525,51.49616,19.6425762176514
"705","Upton House","Upton House parkrun",97,-2.013428,50.734891,14.1548633575439
"706","Ury Riverside","Ury Riverside parkrun",97,-2.372062,57.291953,54.0913581848145
"707","Valentines","Valentines parkrun",97,0.07198,51.56749,14.4006509780884
"708","Valley","Valley parkrun, Newtownabbey",97,-5.928342,54.659949,39.802848815918
"709","Victoria","Victoria parkrun, Glasgow",97,-4.332347,55.877504,13.4903059005737
"710","Victoria Dock","Victoria Dock parkrun",97,0.018775,51.505363,4.05408430099487
"711","Vogrie","Vogrie parkrun",97,-2.995012,55.856879,179.806243896484
"712","Wakefield Thornes","Wakefield Thornes parkrun",97,-1.509682,53.672488,50.4173965454102
"713","Wallace","Wallace parkrun, Lisburn",97,-6.036816,54.516511,50.2697219848633
"714","Wallaceneuk","Wallaceneuk parkrun",97,-2.448162,55.585864,84.8106689453125
"715","Walmer and Deal Seafront","Walmer and Deal Seafront parkrun",97,1.403179,51.2095,7.48149394989014
"716","Walsall Arboretum","Walsall Arboretum parkrun",97,-1.966252,52.58725,133.731964111328
"717","Walthamstow","Walthamstow parkrun",97,-0.007854,51.602666,16.4608821868896
"718","Wanstead Flats","Wanstead Flats parkrun",97,0.014977,51.56078,20.0337429046631
"719","Warrington","Warrington parkrun",97,-2.574685,53.384221,8.88847351074219
"720","Warwick Racecourse","Warwick Racecourse parkrun",97,-1.595954,52.280789,54.0312728881836
"721","Watergrove","Watergrove parkrun, Rochdale",97,-2.131777,53.657034,233.739395141602
"722","Watermead Country Park","Watermead Country Park parkrun",97,-1.103213,52.690658,51.481330871582
"723","Watermeadows","Watermeadows parkrun",97,-0.988391,52.13458,93.9319229125977
"724","Waterworks","Waterworks parkrun, Belfast",97,-5.942613,54.619299,30.6919555664062
"725","Wendover Woods","Wendover Woods parkrun",97,-0.716782,51.76894,258.851379394531
"726","Wepre","Wepre parkrun",97,-3.056846,53.205552,40.3724174499512
"727","West Links","West Links parkrun",97,-2.602859,56.551299,0
"728","Westmill","Westmill parkrun",97,-0.060813,51.821422,53.3643798828125
"729","Wetherby","Wetherby parkrun",97,-1.392197,53.925673,18.3731117248535
"730","Weymouth","Weymouth parkrun",97,-2.447795,50.625242,3.72821259498596
"731","Whinlatter Forest","Whinlatter Forest parkrun",97,-3.22446,54.610017,314.785583496094
"732","Whitehaven","Whitehaven parkrun",97,-3.573636,54.524733,20.6876087188721
"733","Whiteley","Whiteley parkrun",97,-1.250819,50.884669,19.6289234161377
"734","Whitley Bay","Whitley Bay parkrun",97,-1.448736,55.048875,12.8652124404907
"735","Whitstable","Whitstable parkrun",97,1.041942,51.365295,0
"736","Wickford Memorial","Wickford Memorial parkrun",97,0.535186,51.619452,6.21232175827026
"737","Widnes","Widnes parkrun",97,-2.730069,53.374508,33.9161529541016
"738","Wilmslow","Wilmslow parkrun",97,-2.231588,53.331288,67.8531188964844
"739","Wimbledon Common","Wimbledon Common parkrun",97,-0.232215,51.442078,56.0363922119141
"740","Wimpole Estate","Wimpole Estate parkrun",97,-0.047207,52.140442,43.4089126586914
"741","Winchester","Winchester parkrun",97,-1.310849,51.069286,39.8602180480957
"742","Windy Nook","Windy Nook parkrun",97,-1.563025,54.940189,112.270378112793
"743","Witney","Witney parkrun",97,-1.513356,51.789974,106.496406555176
"744","Witton","Witton parkrun",97,-2.517211,53.74055,103.953491210938
"745","Woking","Woking parkrun",97,-0.556204,51.311708,28.1615104675293
"746","Wolford Wood","Wolford Wood parkrun",97,-1.655677,51.995091,135.551422119141
"747","Wollaton Hall","Wollaton Hall parkrun",97,-1.211018,52.951893,48.4217376708984
"748","Wolverhampton","Wolverhampton parkrun",97,-2.140875,52.588775,132.754180908203
"749","Woodbank","Woodbank parkrun",97,-2.130945,53.408405,89.2197875976562
"750","Woodgate Valley Country Park","Woodgate Valley Country Park parkrun",97,-2.005952,52.449447,172.102691650391
"751","Woodhouse Moor","Woodhouse Moor parkrun",97,-1.560059,53.808582,89.5690078735352
"752","Woodley","Woodley parkrun",97,-0.903669,51.45418,53.6898231506348
"753","Woolacombe Dunes","Woolacombe Dunes parkrun",97,-4.209982,51.159264,43.8814392089844
"754","Worcester","Worcester parkrun",97,-2.178726,52.186989,66.7858276367188
"755","Worcester Pitchcroft","Worcester Pitchcroft parkrun",97,-2.231964,52.201513,15.0814075469971
"756","Workington","Workington parkrun",97,-3.539767,54.647169,6.71999979019165
"757","Wormwood Scrubs","Wormwood Scrubs parkrun",97,-0.238523,51.520412,17.6297397613525
"758","Worsley Woods","Worsley Woods parkrun",97,-2.359056,53.494328,29.8761119842529
"759","Worthing","Worthing parkrun",97,-0.3645,50.810312,3.45678448677063
"760","Wotton","Wotton parkrun",97,-2.368786,51.633149,43.1603813171387
"761","Wycombe Rye","Wycombe Rye parkrun",97,-0.74009,51.62337,67.9644927978516
"762","Wynyard Woodland","Wynyard Woodland parkrun",97,-1.378363,54.612497,51.6632614135742
"763","Wyre Forest","Wyre Forest parkrun",97,-2.369798,52.365002,158.594741821289
"764","Wythenshawe","Wythenshawe parkrun",97,-2.288139,53.405502,38.3617172241211
"765","Yarborough Leisure Centre","Yarborough Leisure Centre parkrun",97,-0.542854,53.247281,64.2588272094727
"766","York","York parkrun",97,-1.101379,53.935375,11.3012924194336
